City,Duration,Online,Career_Outcomes,Duration_Time,Prerequisite_3,Course,Offline,Full_Time,Prerequisite_2,Distance,Prerequisite_1,Availability,Currency_Time,Country,Int_Fees,Prerequisite_2_grade,Prerequisite_1_grade,Part_Time,University,Course_Lang,Local_Fees,Description,Currency,Remarks,Blended,Level_Code,Prerequisite_3_grade,Website,Face_to_Face,Faculty
Melbourne,6,no,"Water companies such as Melbourne Water, City West Water / Consultancies / Industry including manufacturing and construction",Months,,Graduate Certificate in Business Administration,no,yes,,no,IELTS,A,year,,"22,560",,6.5,yes,RMIT University,English,,"Artificial Intelligence is becoming increasingly relevant across all industries and the demand for skilled workers is growing rapidly. A recent McKinsey report forecasts that Al will generate $13 trillion in economic activity by 2030, so it’s a good time to gain expertise in this burgeoning and complex field. In this degree, you’ll learn to design and implement systems and applications in high-tech facilities, such as the newly developed Artificial Intelligence Lab. The Master of Artificial Intelligence offers two stream options. Project stream students complete an AI postgraduate project and choose two electives in each AI and IT. Students opting to undertake the research stream complete a research methods module, write a minor thesis, and select two AI electives, and one IT elective.  RMIT is ranked among the world’s best by the Excellence in Research for Australia (ERA). In 2018, the Australian Research Council rated RMIT ‘above world standard’ for our research in the field of AI and Image Processing. This course is among the most specialised of its kind in the country, with few other degrees focused on AI theory and applications in today’s climate. Curious and motivated students will develop advanced knowledge, placing them ahead of the pack for practical careers or research in AI.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc047,no,Business & Commerce & Finance & Accounting
Melbourne,6,no,banker / credit manager / financier / financial analyst / financial controller / finance director / fund manager / treasurer / stockbroker / working capital specialist.,Months,,Graduate Certificate in Finance,no,yes,,no,IELTS,A,year,,"20,160",,6.5,yes,RMIT University,English,,"This course has been designed to enhance your analytical and problem-solving abilities and develop your understanding of basic principles of finance, econometrics, research and the analysis of financial markets. You will have access to comprehensive financial databases and use sophisticated software in the RMIT Trading Facility to perform option simulations and treasury dealing.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc048,no,Business & Commerce & Finance & Accounting
Melbourne,6,no,banker / credit manager / financier / financial analyst / financial controller / finance director / fund manager / treasurer / stockbroker / working capital specialist.,Months,,Graduate Certificate in Marketing,no,yes,,no,IELTS,A,year,,"20,160",,6.5,yes,RMIT University,English,,12:30pm - 1:00pm 4 June 2020,AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc053,no,Business & Commerce & Finance & Accounting
Melbourne,6,no,banker / credit manager / financier / financial analyst / financial controller / finance director / fund manager / treasurer / stockbroker / working capital specialist.,Months,,Graduate Certificate in Supply Chain and Logistics Management,no,yes,,no,IELTS,A,year,,"19,680",,6.5,yes,RMIT University,English,,"In this course, you will critically examine the strategic factors of servicing customers through dynamic and complex supply chains, and study the measurement of logistics performance and operations management. Your learning  will be enriched through on-site corporate case studies and interaction with site management and logistics professionals, as well as exciting industry-based projects, simulations and placements through our network of partner organisations. The Graduate Certificate provides a foundation for our suite of logistics management courses, and offers the added convenience of on-campus study in the heart of Melbourne.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc055,no,Computer Science & Information Technology
Melbourne,6,yes,"information, document and records managers
 / librarians
 / archivists
 / teacher librarians
 / community information officers
 / database specialists
 / research and information analysts.",Months,,Graduate Certificate in Information Management,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,Learn practical and managerial skills to prepare for work as an information professional who can confidently apply IT solutions and manage the impact of new information-based products and services. RMIT has offered postgraduate studies in information management for over fifty years. It is valued by industry and students and students will benefit from exposure to an enviable range of professional networks and career opportunities.,AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc098,no,Computer Science & Information Technology
Online,6,yes,"information, document and records managers
 / librarians
 / archivists
 / teacher librarians
 / community information officers
 / database specialists
 / research and information analysts.",Months,,Graduate Certificate in Information Management,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,Learn practical and managerial skills to prepare for work as an information professional who can confidently apply IT solutions and manage the impact of new information-based products and services. RMIT has offered postgraduate studies in information management for over fifty years. It is valued by industry and students and students will benefit from exposure to an enviable range of professional networks and career opportunities.,AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc098,no,Computer Science & Information Technology
Melbourne,6,no,"information, document and records managers
 / librarians
 / archivists
 / teacher librarians
 / community information officers
 / database specialists
 / research and information analysts.",Months,,Graduate Certificate in Business Information Technology,no,yes,,no,IELTS,A,year,,"19,680",,6.5,yes,RMIT University,English,,"Gain cutting-edge business IT knowledge and learn how to create successful business information systems solutions. You will develop technical and leadership capabilities to prepare you for further study at Masters level, or for challenging positions in business and government organisations.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc099,no,Computer Science & Information Technology
Melbourne,6,no,"information, document and records managers
 / librarians
 / archivists
 / teacher librarians
 / community information officers
 / database specialists
 / research and information analysts.",Months,,Graduate Certificate of Commerce,no,yes,,no,IELTS,A,year,,"20,160",,6.5,yes,RMIT University,English,,"RMIT’s Graduate Certificate of Commerce is a flexible degree that allows you to specialise in a business discipline of your choice. Designed to provide a strong foundation, the degree structure can be customised to deliver a more general business qualification or a focused specialisation in areas you are interested in. Specialisations include accounting, marketing and human resource management, among many more. Courses will provide you with the expertise to excel in your chosen business field, whether you are looking for a career change or wanting to upskill in your current area. The Graduate Certificate also provides a pathway to further study at masters degree level, where your selection of additional specialisations or electives will extend your knowledge base.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc104,no,Business & Commerce & Finance & Accounting
Melbourne,6,yes,"information, document and records managers
 / librarians
 / archivists
 / teacher librarians
 / community information officers
 / database specialists
 / research and information analysts.",Months,,Graduate Certificate in Business Administration (Executive),no,yes,,no,IELTS,A,year,,"23,040",,6.5,yes,RMIT University,English,,Are you already working in the field and looking to gain leadership and strategic thinking skills? Then this course is for you. The Graduate Certificate builds on your professional experience through collaborative-style learning and business problem-solving to facilitate your career progression or prepare you for further study in the Executive MBA.,AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc129,no,Business & Commerce & Finance & Accounting
Online,6,yes,"information, document and records managers
 / librarians
 / archivists
 / teacher librarians
 / community information officers
 / database specialists
 / research and information analysts.",Months,,Graduate Certificate in Business Administration (Executive),no,yes,,no,IELTS,A,year,,"23,040",,6.5,yes,RMIT University,English,,Are you already working in the field and looking to gain leadership and strategic thinking skills? Then this course is for you. The Graduate Certificate builds on your professional experience through collaborative-style learning and business problem-solving to facilitate your career progression or prepare you for further study in the Executive MBA.,AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc129,no,Business & Commerce & Finance & Accounting
Melbourne,6,yes,"information, document and records managers
 / librarians
 / archivists
 / teacher librarians
 / community information officers
 / database specialists
 / research and information analysts.",Months,,Graduate Certificate in International Business,no,yes,,no,IELTS,A,year,,"19,680",,6.5,yes,RMIT University,English,,"Gain the skills required to investigate complex problems and address the important challenges of sustainable international business. The Graduate Certificate in International Business is a great preparation for your global career goals in private, public or not-for-profit organisations covering contemporary practices in cross-cultural management, international business and leadership.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc153,no,Business & Commerce & Finance & Accounting
Online,6,yes,"information, document and records managers
 / librarians
 / archivists
 / teacher librarians
 / community information officers
 / database specialists
 / research and information analysts.",Months,,Graduate Certificate in International Business,no,yes,,no,IELTS,A,year,,"19,680",,6.5,yes,RMIT University,English,,"Gain the skills required to investigate complex problems and address the important challenges of sustainable international business. The Graduate Certificate in International Business is a great preparation for your global career goals in private, public or not-for-profit organisations covering contemporary practices in cross-cultural management, international business and leadership.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc153,no,Business & Commerce & Finance & Accounting
Melbourne,1,no,journalist / corporate communicator / media advisor.,Year,,Graduate Diploma in Journalism,no,yes,,no,IELTS,A,year,,"26,880",,6.5,no,RMIT University,English,,"Are you ready to work as a journalist? This course is designed to give you strong journalistic skills and what the job requires today. You will have the opportunity to contribute to the journalism course’s online publication, City Journal. You will also be involved in presenting and producing live radio news and our live-to-air television news bulletin, Newsline. Strong links with industry are maintained through the course’s extensive work placement scheme, which offers you the chance to spend time in a newsroom. There are also limited opportunities to complete overseas work placements. You will also learn to put modern practice into its legal, ethical and social context. You will complete this course with the skills and knowledge necessary for an entry level position in journalism.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-diplomas/gd074,no,Mass Communication & Media
Bundoora,1,no,journalist / corporate communicator / media advisor.,Year,,Graduate Diploma in Mental Health Nursing,yes,yes,,no,IELTS,A,year,,"29,760",,6.5,yes,RMIT University,English,,"With almost half of Australians estimated to be living with a mental illness at some point in their lives, mental health nurses perform an essential role in a wide range of hospital and community settings.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-diplomas/gd158,yes,English
Bundoora,2,no,journalist / corporate communicator / media advisor.,Years,,Master of Clinical Psychology,yes,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"RMIT’s Master of Clinical Psychology program provides outstanding training in the core capabilities and attributes of Clinical Psychology, as prescribed by the Australian Psychology Accreditation Council (APAC) and the Australian Psychological Society (APS).   The training encompasses a wide range of theoretical and applied topics, such as knowledge of psychological principles, application of psychological theories and models, design and implementation of psychological interventions, ethical, legal and professional aspects of psychological practice, psychological assessment and measurement, applied research and evaluation, and communication and interpersonal relationships.  Advanced skills in assessment, diagnosis and treatment are imparted through intensive, small-group face-to-face didactic lectures/seminars, tutorials, case presentations, role plays and workshops. Students receive ample opportunities to develop advanced therapeutic skills within a cognitive-behavioural framework and other contemporary evidence-based theoretical paradigms, utilising the scientist-practitioner model.  Our program focuses on the life-span approach with a special emphasis on cultural aspects of health and illness.  The main objective of our program is to provide trainees with the advanced knowledge and clinical skills that will enable them to function as professional clinical psychologists in a wide range of health, community and allied settings. ",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc002,yes,Medical and Nursing
Melbourne,18,no,software developer/engineer / systems and cybersecurity analyst / data scientist or analyst / digital policy advisor / project manager / computer programmer.,Months,,Master of Computer Science,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"Prepare for a leadership role in computing and technology with the Master of Computer Science. Build on your work or study background to develop expertise in key areas driving technological growth. This master degree is for people with an undergraduate degree in a related subject or significant work experience. It is designed for students who wish to study advanced computer science topics to enhance their career prospects. Moving from deep theory to developing coding solutions, you’ll tackle real-world problems and develop a skill set spanning theoretical and algorithmic foundations to cutting-edge developments in computing. You can choose one of six industry-focused specialisations of growing importance in technology, business and government: Read more about these specialisations You’ll also undertake a research or industry-based project in your area of specialisation. This will enhance your understanding of computer science fundamentals and develop your skills in research, communication and project management. Graduating with excellent programming skills, you’ll be able to design, implement and maintain complex software systems. You’ll also be equipped to readily adapt to new advances in the rapidly changing information technology environment. This degree aims to help you develop and apply the knowledge and skills that are essential to be employed as a capable software developer, with potential to move into a leadership role. It will also provide you the opportunities to undertake further studies in research, including Master of Science (Computer Science) and PhD in Computer Science.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc061,no,Computer Science & Information Technology
Melbourne,2,no,software developer/engineer / systems and cybersecurity analyst / data scientist or analyst / digital policy advisor / project manager / computer programmer.,Years,,Master of Architecture,no,yes,,no,IELTS,A,year,,"43,200",,6.5,no,RMIT University,English,,"RMIT Architecture has an international reputation for design excellence and leads the way both in Australia and overseas by producing graduates who are design innovators. With a strong focus on ideas-led venturous design exploration, RMIT’s Master of Architecture will assist you to develop a sophisticated understanding of architecture, while providing you with a diverse set of advanced skills and learning experiences. You’ll continue to develop the core skills of architectural design learnt in the degree to an advanced level. You will enhance your understanding of architecture and design-based research, acquire diverse skills, undertake a wide variety of learning experiences and gain critical awareness of your own work. RMIT Architecture and its graduates continue to achieve at the highest levels and are acknowledged by the national and international architectural profession. At the annual 2018 Victorian Architecture Awards run by the Australian Institute of Architects, RMIT’s architecture community featured prominently across the 58 awards and 16 categories, receiving a number of key and prestigious awards. The Master of Architecture is the next step on the path to becoming a design architect with professional accreditation. ",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc163,no,Computer Science & Information Technology
Melbourne,2,no,Working with senior managers on planning and disclosing social and environmental activities of the organisation / Monitoring and reporting on the cash flow and financial resources of the organisation / Preparing information for organisational strategies / Preparing integrated reports for financial and sustainability reporting / Participating in the preparation and evaluation of business plans / Participating in the development and review of performance management systems / Providing financial and taxation advice / Running a small business.,Years,,Master of Professional Accounting,no,yes,,no,IELTS,A,year,,"40,320",,6.5,yes,RMIT University,English,,"By studying the MPA, you’re making a long-term investment in your career development, and the development of the accounting profession globally.
",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc194,no,Engineering
Melbourne,2,yes,"information, document and records managers / librarians / archivists / teacher librarians / community information officers / database specialists / research and information analysts / data managers.",Years,,Master of Information Management,no,yes,,no,IELTS,A,year,,"39,360",,6.5,yes,RMIT University,English,,"Update your practical and managerial skills through a comprehensive Masters program grounded in the latest developments within the information management sector.
",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc196,no,Computer Science & Information Technology
Online,2,yes,"information, document and records managers / librarians / archivists / teacher librarians / community information officers / database specialists / research and information analysts / data managers.",Years,,Master of Information Management,no,yes,,no,IELTS,A,year,,"39,360",,6.5,yes,RMIT University,English,,"Update your practical and managerial skills through a comprehensive Masters program grounded in the latest developments within the information management sector.
",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc196,no,Computer Science & Information Technology
Melbourne,2,no,"information, document and records managers / librarians / archivists / teacher librarians / community information officers / database specialists / research and information analysts / data managers.",Years,,Master of Business Administration,no,yes,,no,IELTS,A,year,,"45,120",,6.5,yes,RMIT University,English,,"This degree is one of the most practical MBAs in Australia and beyond. Through this course, you will develop the capabilities, knowledge and tools to be successful in any industry or entrepreneurial venture around the world.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc199,no,Business & Commerce & Finance & Accounting
Melbourne,2,no,"information, document and records managers / librarians / archivists / teacher librarians / community information officers / database specialists / research and information analysts / data managers.",Years,,Master of Information Technology,no,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"With ongoing IT skills shortages and jobs growth, tech-skilled employees are needed like never before. Choose one of our IT specialisations and code your career for success. Information and communications technology (ICT) is currently an underrepresented field where women have the potential to make their mark as leaders. Be part of the new wave of females in technology who are creating their own start-ups or forging ahead in territories such as cloud computing, e-health, software development and web systems. The Master of Information Technology helps you to future-proof your career with the latest programming skills and build on your leadership abilities. Designed with industry partners, this course provides essential technical skills tailored to your choice of specialisation, including big data management, cloud computing, artificial intelligence, mobile computing, security, software architecture or web systems and search technology.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc208,no,Computer Science & Information Technology
Melbourne,1,yes,"Design Leader / Director, Human Centred Design / Design Strategist / Service Design Lead / Chief Experience Officer",Year,,Master of Design Futures,no,yes,,no,IELTS,A,year,,"36,000",,6.5,yes,RMIT University,English,,"The world is changing rapidly, and the pace of innovation and digital disruption is accelerating. Despite this, many of the social, cultural, political and professional structures that support our communities have remained static and unchallenged for generations. Our education, healthcare and primary production systems, our workplaces and our products need to keep up. We need design leaders, design strategists and design thinkers to dismantle these structures, and to dissect and solve some of our most complex problems. Whether it’s rethinking the way remote communities access healthcare, creating a less risk-averse corporate culture, or developing a more individualised education system, our world needs more innovative thinkers and communicators; people with the knowledge and skills to design our future. The Master of Design Futures is an accelerated, graduate course for working professionals. It is suitable for both designers and non-designers who are looking to transition into new design practices and for those wanting to advance their careers in strategic leadership roles. In this flexible and self-directed course, you will benefit from experiential learning practices as you develop the strategic skills and tools required for leadership. Empathic research, journey mapping, rapid prototyping and storytelling are all tools that you will learn to use in your problem solving process. This course will equip you to be a design leader by:",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc245,no,Humanities and Social Science
Online,1,yes,"Design Leader / Director, Human Centred Design / Design Strategist / Service Design Lead / Chief Experience Officer",Year,,Master of Design Futures,no,yes,,no,IELTS,A,year,,"36,000",,6.5,yes,RMIT University,English,,"The world is changing rapidly, and the pace of innovation and digital disruption is accelerating. Despite this, many of the social, cultural, political and professional structures that support our communities have remained static and unchallenged for generations. Our education, healthcare and primary production systems, our workplaces and our products need to keep up. We need design leaders, design strategists and design thinkers to dismantle these structures, and to dissect and solve some of our most complex problems. Whether it’s rethinking the way remote communities access healthcare, creating a less risk-averse corporate culture, or developing a more individualised education system, our world needs more innovative thinkers and communicators; people with the knowledge and skills to design our future. The Master of Design Futures is an accelerated, graduate course for working professionals. It is suitable for both designers and non-designers who are looking to transition into new design practices and for those wanting to advance their careers in strategic leadership roles. In this flexible and self-directed course, you will benefit from experiential learning practices as you develop the strategic skills and tools required for leadership. Empathic research, journey mapping, rapid prototyping and storytelling are all tools that you will learn to use in your problem solving process. This course will equip you to be a design leader by:",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc245,no,Humanities and Social Science
Melbourne,2,no,communication designer / design manager / account manager / design strategist,Years,,Master of Communication Design,no,no,,no,IELTS,A,year,,"34,560",,6.5,no,RMIT University,English,,"Graduate ready to manage in industry or start your own design studio through a specialised degree that opens career opportunities across the world. 
",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc250,no,Mass Communication & Media
Melbourne,1,yes,Disaster and emergency management / Design-focused post-disaster management  / Planning and policy / Urban resilience / Disaster risk reduction and climate change adaptation.,Year,,"Master of Disaster, Design and Development",no,yes,,no,IELTS,A,year,,"50,400",,6.5,yes,RMIT University,English,,"Explore how design can be used as a strategic tool to help resolve complex global challenges, including poverty, natural disasters, civil conflict and climate change. The Master of Disaster, Design and Development (MoDDD) sits within the world-leading prestigious school of Architecture and Urban Design at RMIT, and is a cross disciplinary degree that will enable you to work locally and internationally in the disaster, design and development sector. Become an innovative leader in your field and help shape social change. MoDDD was developed in close collaboration with industry connections in the humanitarian sector, including the International Federation of Red Cross and Red Crescent Societies (IFRC), World Vision INternational and UNHabitat and UNHCR; all agencies who remain active within the program. The transformative interdisciplinary nature of the degree invites students from different backgrounds in social science, engineering, design, communication or health to harness their skills in complex systems thinking to transition to many possible career pathways within this sector from climate change adaptation, urban resilience to disaster relief and humanitarian assistance. This unique Masters program provides you with a range of flexible study options to suit both local, interstate and international (offshore only) students. The program is delivered fully online, but you will also have the opportunity to attend intensive seminars in the Melbourne region. The program also offers optional international field trips.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc251,no,Humanities and Social Science
Online,1,yes,Disaster and emergency management / Design-focused post-disaster management  / Planning and policy / Urban resilience / Disaster risk reduction and climate change adaptation.,Year,,"Master of Disaster, Design and Development",no,yes,,no,IELTS,A,year,,"50,400",,6.5,yes,RMIT University,English,,"Explore how design can be used as a strategic tool to help resolve complex global challenges, including poverty, natural disasters, civil conflict and climate change. The Master of Disaster, Design and Development (MoDDD) sits within the world-leading prestigious school of Architecture and Urban Design at RMIT, and is a cross disciplinary degree that will enable you to work locally and internationally in the disaster, design and development sector. Become an innovative leader in your field and help shape social change. MoDDD was developed in close collaboration with industry connections in the humanitarian sector, including the International Federation of Red Cross and Red Crescent Societies (IFRC), World Vision INternational and UNHabitat and UNHCR; all agencies who remain active within the program. The transformative interdisciplinary nature of the degree invites students from different backgrounds in social science, engineering, design, communication or health to harness their skills in complex systems thinking to transition to many possible career pathways within this sector from climate change adaptation, urban resilience to disaster relief and humanitarian assistance. This unique Masters program provides you with a range of flexible study options to suit both local, interstate and international (offshore only) students. The program is delivered fully online, but you will also have the opportunity to attend intensive seminars in the Melbourne region. The program also offers optional international field trips.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc251,no,Humanities and Social Science
Melbourne,2,no,"environment and natural resources, such as environmental impact assessments, environmental monitoring, and agriculture and forestry / land development, such as land use planning, geodesign, spatial data infrastructures, and sustainable development / mining and exploration, including mineral exploration and environmental engineering / facilities management and construction, including site selection, insurance and logistics / transportation and utilities, such as water demand modelling, transport planning, mapping and navigation, and intelligent transportation / governance and policy, including urban planning, e-government and community mapping / emergency and disaster management, such as bushfire mapping, flood awareness, biosecurity, evacuation and emergency response / data analytics and ICT, including mobile and wearable computing, web-mapping, cloud computing, and information visualisation.",Years,,Master of Geospatial Science,no,yes,,no,IELTS,A,year,,"35,520",,6.5,no,RMIT University,English,,"Geospatial scientists are experts in using spatial analytics to make sense of big spatial data captured from the latest sensor technologies. A Master of Geospatial Science will prepare you for leadership roles in this field, building your understanding of spatial analytics and big spatial data for making critical decisions about our built and natural environment. You'll gain professional-level expertise in the analysis, management, capture and visualisation of spatial information, and become proficient in the latest technologies and infrastructures to support these skills. Through this course you will develop a unique breadth of expertise across geospatial science, including:",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc265,no,Science and Health Science
Melbourne,2,no,"environment and natural resources, such as environmental impact assessments, environmental monitoring, and agriculture and forestry / land development, such as land use planning, geodesign, spatial data infrastructures, and sustainable development / mining and exploration, including mineral exploration and environmental engineering / facilities management and construction, including site selection, insurance and logistics / transportation and utilities, such as water demand modelling, transport planning, mapping and navigation, and intelligent transportation / governance and policy, including urban planning, e-government and community mapping / emergency and disaster management, such as bushfire mapping, flood awareness, biosecurity, evacuation and emergency response / data analytics and ICT, including mobile and wearable computing, web-mapping, cloud computing, and information visualisation.",Years,,Master of Data Science,no,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"Data science has been called the “sexiest job of the 21st century”, and those who can manage and make sense of big data will undoubtedly take on some of the most important roles in the information age.
 We live in a data-driven world that’s generating huge volumes of information at ever-increasing rates via social media, financial transactions, transportation, and even scientific discovery. As a consequence, an understanding of data is a top priority for all of us – whether you’re in business, industry and government, or individually as citizens and consumers.
 The new interdisciplinary field of data science combines areas of computer science with mathematical statistics and domain expertise to manage and analyse data. Specialists develop the capability to derive insight and opportunity from the vast repositories of information that organisations collect. Data science also puts a greater emphasis on the specialised computational skills required to manage and analyse big data from sources such as social media, massive sensors, mobile and transaction data. It enables businesses to gain a competitive edge, governments to deliver more targeted services, and research teams make new discoveries. Data science and its analysis could appeal to people from a broad range of backgrounds, such as graduates from computing, mathematics, science, engineering or health. Through this degree, you'll build mix of skills in analytics, statistics and computer science that will enable you to be central to business decision-making, corporate strategy and government planning. This prepares graduates for a career in a field that is driving scientific research, economic growth, public policy and corporate strategy, using cloud technologies to aid the management and analysis of very big data sets. This course also provides opportunities to experience an industry project where you’ll undertake a capstone project giving you hands-on, practical experience analysing data in a business setting. Working within a corporate environment, you’ll integrate the knowledge you’ve acquired throughout the course into a solid skills base to take into your professional life. Exposure to theoretical knowledge and practical expertise means that graduates of the Master of Data Science have the potential to become influential leaders within their organisations.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/mc267,no,Computer Science & Information Technology
Melbourne,2,no,financial planning / funds management / investment advising / banking and financial services / insurance broking and stockbroking / investment banking / superannuation specialist,Years,,Master of Financial Planning,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"As a financial adviser, you’ll be helping people to identify their financial goals, provide advice on investment, manage government regulations, develop financial plans, research investment opportunities and analyse your client’s financial position. You’ll be able to address complicated client situations, and deal with complex financial products. As a market leader, RMIT will give you an integrated approach to financial planning, accounting and financial management. This course seeks to meet the growing industry demand for specialist skills in financial planning. It has been developed through standards set out by the Financial Adviser Standards and Ethics Authority (FASEA).   The first step towards this exciting career is to get your degree and then gain certification with a recognised organisation such as meeting the FASEA or authorised representative requirements or the Financial Planning Association of Australia (FPA). The Master of Financial Planning equips you with both the practical and theoretical knowledge and expertise to become an analytical practitioner. We have designed this course for those who come from non-financial planning disciplines, but would like to extend their career prospects and become a registered financial planner.  You’ll develop your skills in financial planning and business with a focus on the social, environmental, cultural and ethical issues that underpin contemporary business environments today. The capstone subject Critical Analysis in Financial Planning gives you the opportunity to reflect on this course’s curriculum.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/masters-by-coursework/master-of-financial-planning-mc276,no,Business & Commerce & Finance & Accounting
Melbourne,6,no,financial planning / funds management / investment advising / banking and financial services / insurance broking and stockbroking / investment banking / superannuation specialist,Months,,Graduate Certificate in Project Management,no,yes,,no,IELTS,A,year,,"20,640",,6.5,yes,RMIT University,English,,"Are you looking to take the next step in your career?  In today’s working environment the skills of the project manager have never been more in demand. This course is designed for professionals currently working or looking to work in the field of project management. RMIT’s Graduate Certificate of Project Management will equip you with management and leadership skills. This course emphasises the practical application of theory to develop your capacity to respond to current and emerging issues and trends. You will critically engage with project management theory and best practice principles and evaluate and implement project management strategies using real world project-based cases and examples. What you will gain through this course. A degree in project management will help you develop skills that are highly sought after globally in a wide variety of sectors, such as construction, architecture, engineering, information technology, government and events management. You will learn how to run complex projects with a range of stakeholders, managing all phases on time and to budget, and contribute to an increase in business effectiveness. Why study Project Management at RMIT? Our expert teachers, passionate researchers, connections to industry and strong practical focus means RMIT postgraduates are among the most employable in Australia. As part of your studies, you have the opportunity to specialise in engineering, information technology, post disaster project management, or general project management. RMIT’s strong emphasis on leadership and management including project scoping, scheduling, procurement, entrepreneurship, client relationships and more, you will be well placed to meet and exceed the emerging expectations of employers and industry. This degree is approved for Centrelink support.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc042,no,Business & Commerce & Finance & Accounting
Melbourne,6,no,financial planning / funds management / investment advising / banking and financial services / insurance broking and stockbroking / investment banking / superannuation specialist,Months,,Graduate Certificate in Human Resource Management,no,yes,,no,IELTS,A,year,,"19,680",,6.5,yes,RMIT University,English,,"Enhance and update your knowledge of contemporary HR practice and examine management issues in the context of global changes that impact on people within workplaces. This course focusses on tackling common problems in the management of people across borders, in various legal and cultural contexts. You will develop a critical awareness of these legal, ethical, social, economic and environmental challenges and their implications for effective and successful HR strategy, operations, processes and decision making. You will understand the application of HR practices within small and medium enterprises, including start-ups and entrepreneurial firms, public and not-for-profit sectors as well as multinational corporations.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc161,no,Tourism and Hotel Management
