Currency_Time,Career_Outcomes,Online,Prerequisite_2_grade,Distance,Blended,Prerequisite_2,Duration_Time,City,Int_Fees,Remarks,University,Country,Part_Time,Local_Fees,Level_Code,Course,Faculty,Description,Duration,Course_Lang,Availability,Currency,Prerequisite_3_grade,Face_to_Face,Prerequisite_3,Prerequisite_1_grade,Prerequisite_1,Offline,Website,Full_Time
year,"commercial area: create logos and artwork for products such as packaging or cafe menus / electronics area: focus on graphics used for websites, commercials, TV and film / advertising industry: create graphics for clients to sell a product or service through print or digital publications such as newspapers and magazines, or outdoor signage.",no,6.0,no,no,IELTS,Years,Brunswick,"30,720",['ATAR IS: Range of criteria'],RMIT University,,no,,BA,Associate Degree in Graphic Design,Computer Science & Information Technology,"Become a graphic designer with this Associate Degree. Graphic designers are visual problem solvers with highly specialised technical, creative and conceptual skills and knowledge in visual communication. You may specialise in a number of fields including corporate identity, book and magazine layout, advertising, branding, packaging, web design, way-finding and exhibition design. This degree combines communication, design, technology and business. It will provide you with strong skills in finished art and design concept development, as well as in-depth knowledge of the design process. The rigorous research and learning experiences will challenge you to develop a deeper level of critical thinking enabling you to create high level and innovative design solutions and concepts. You’ll explore many forms of visual and graphic communication, including: You will also become competent in industry standard software including InDesign, Illustrator and Photoshop. The focus of the second year is to give you a professional level of technical expertise, project management and teamwork skills, along with a clear understanding of industry business practices. You will be qualified to take responsibility for the work of others in terms of establishing and monitoring systems to ensure the effective production of work.",2,English,A,AUD,,no,,50.75,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/associate-degrees/ad022,yes
year,"policy development and advice, especially within an organisation / a wide range of trade, and finance related roles / business analyst / logistics and supply chain management roles, such as advising procurement managers regarding fair trade and ethical sourcing in logistics import/export industries / government relations and consultancy, for example, advising on trade-related issues / economic research and developing economic policy or regulatory guidelines / management consultant / business roles relating to corporate social responsibility and sustainability, with respect to business strategy, rankings, ethical ratings and indexes, and improving business consultation, partnerships, and social and environmental impacts.",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",['ATAR IS: Range of criteria'],RMIT University,,yes,,BA,Bachelor of Business (International Business) (Applied),Business & Commerce & Finance & Accounting,"In this four-year degree you will have the opportunity to integrate work with your learning activities through the cooperative education program – a compulsory paid industry placement undertaken during the third year.
",4,English,A,AUD,,no,,80.10,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp027,yes
year,"policy development and advice, especially within an organisation / a wide range of trade, and finance related roles / business analyst / logistics and supply chain management roles, such as advising procurement managers regarding fair trade and ethical sourcing in logistics import/export industries / government relations and consultancy, for example, advising on trade-related issues / economic research and developing economic policy or regulatory guidelines / management consultant / business roles relating to corporate social responsibility and sustainability, with respect to business strategy, rankings, ethical ratings and indexes, and improving business consultation, partnerships, and social and environmental impacts.",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (Entrepreneurship),Business & Commerce & Finance & Accounting,"Be exposed to the ideas and strategies of some of Australia's newest and established entrepreneurs and be trained to think critically, communicate effectively and manage a new business.
",3,English,A,AUD,,no,,67.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp030,yes
year,emergency / mental health / neonatal / orthopaedic / paediatric / rehabilitation / oncology / critical care / aged-care,no,6.0,no,no,IELTS,Years,Bundoora,"34,560",[],RMIT University,,no,,BA,Bachelor of Nursing,Medical and Nursing,"This degree consists of theoretical and practical content which will develop your skills and enable you to practise as a registered nurse in Australia.
",3,English,A,AUD,,yes,,65.00,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp032,yes
year,software development / system architecture / business and system analysis / database development and administration / network and system administration / testing and quality assurance / project management / research.,no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Computer Science,Computer Science & Information Technology,"Learn how to develop software apps for social media, artificial intelligence, and more. Graduate with outstanding programming skills and the ability to design, implement, and maintain complex systems.",3,English,A,AUD,,no,,80.50,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp094,yes
year,software development / system architecture / business and system analysis / database development and administration / network and system administration / testing and quality assurance / project management / research.,no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,no,,BA,Bachelor of Software Engineering,Engineering,"With excellent communication skills, you’ll become the managerial link between a business and its software. You’ll learn to design, code, test and manage large and complex systems. Working within complex development environments, operating systems, communications, web software, databases and applications, you will undertake studies in all facets of the software engineering process. This degree focuses on the software development life cycle but goes beyond programming to assess and meet customer needs, and to design and test software. Developing software solutions often involves assembling extensive amounts of code into working applications, as well as updating and fixing problems in existing software. Choose a degree in software engineering if you:",4,English,A,AUD,,no,,83.00,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp096,yes
year,"corporate, business or financial analyst / corporate accountant / treasury dealer / risk management consultant / economist / financial investment advisor or manager / finance manager / funds manager / financial broker.
",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (Economics and Finance) (Applied),Business & Commerce & Finance & Accounting,"Are you interested in a career in economics?  Find out why economics and finance are more relevant and necessary than ever before, what you'll learn in the RMIT Bachelor of Business (Economics and Finance) degrees, and where your studies can take you.",4,English,A,AUD,,no,,80.00,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp134,yes
year,"IT project management / cybersecurity / systems architecture / infrastructure and network management / business analysis.
",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (Information Systems) (Applied),Computer Science & Information Technology,"In this four-year degree you'll analyse, design and build sophisticated business information systems and develop technical and business skills highly sought after by employers across many industries. Studying information systems is suited to analytical and methodical people with strong attention to detail. It is a perfect fit for those who thrive on strategising and designing solutions to improve situations and problems. You are open to change, accepting of new ideas and enjoy learning new skills. You are highly motivated to push boundaries and use innovative applications to achieve tasks.",4,English,A,AUD,,no,,77.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp138,yes
year,"E-commerce – working with technology, finance, supply chain, human resources and marketing teams to design an interface to enable ordering or sales. / Lean-agile management, data analytics and operations management – allocating the right resources at the right time to the correct part of the supply chain. / Agri/food supply chains – encompassing all aspects of growing an agricultural/food source and getting it ‘from paddock to plate’. / Closed-loop supply chains – this is also known as reverse-flow logistics and covers activities such as product recalls, returns, repair, waste management at the end of a product’s life cycle, and recycling. / Procurement – roles have been commonplace in large industries and government departments for some time, however, jobs in private industry are increasing, particularly as consumers factor ethical sourcing into their buying decisions. / Transport/distribution and warehouse management – 3PL, 4PL, freight logistics, optimisation of vehicle routing, warehouse management systems, last-mile delivery, city logistics, port management and international logistics.",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (Logistics and Supply Chain Management) (Applied),Computer Science & Information Technology,"Meet Senior Lecturer Dr Muhammad Abdulrahman as he discusses our logistics and supply chain management degrees, their structure, key learning outcomes, flexible pathway options, and the the exciting projects you can expect to work on during work-integrated learning placements.",4,English,A,AUD,,no,,80.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp143,yes
year,hospital laboratories / private pathology providers / research centres / pharmaceutical companies / food and cosmetic industries / veterinary sciences / forensic science laboratories / state health laboratories / universities / government agencies,no,6.0,no,no,IELTS,Years,Bundoora,"38,400",[],RMIT University,,yes,,BA,Bachelor of Biomedical Science (Laboratory Medicine),Medical and Nursing,"Medical laboratory scientists play a critical role in the diagnosis and treatment of disease, working as part of a team with doctors, pathologists, scientists, technicians and laboratory assistants.
",4,English,A,AUD,,yes,,75.25,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp147,yes
year,nuclear medicine technologists; / radiation therapists; / or diagnostic radiographers.,no,6.0,no,no,IELTS,Years,Bundoora,,[],RMIT University,,no,,BA,Bachelor of Applied Science (Medical Radiations),Medical and Nursing,"Tailor your study with course streams in medical imaging, nuclear medicine and radiation therapy.
",4,English,D,AUD,,yes,,75.25,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp321,yes
year,hospitals / universities / general medical practices / community health centres / private practice / educational institutions / counselling agencies / government departments,no,6.0,no,no,IELTS,Years,Melbourne,"35,520","['ATAR IS: Various', 'int_fee is: not applicable']",RMIT University,,yes,,BA,Bachelor of Applied Science (Psychology),Science and Health Science,"Psychology is the science of the mind and human behaviour. You will examine mental states and processes and how they affect human behaviour. RMIT specialises in clinical psychology, based on a cognitive-behavioural approach. All degrees are accredited by Australian Psychological Society. RMIT’s psychology degree applies research to actual situations to resolve real human problems. Your studies will include the biological bases of behaviour including brain behaviour relationships, sensation, perception and consciousness, theories of learning, memory and cognition emotion, motivation and stress. Psychology studies include the principles of personality, psychopathology and social psychology as well as biological psychology, cognitive psychology, developmental psychology, research methods in psychology and social psychology. You can also undertake elective studies in nutrition, information technology, applied psychology, health statistics, computer science and any electives available across the university. As a psychology student you will gain strong theoretical and practical skills. The degree is the basis for further study if you want to become a practising psychologist or use your study in other careers. To register as a psychologist, you'll need to complete the Bachelor of Applied Science (Psychology), the Bachelor of Applied Science (Psychology) (Honours) and the Master of Clinical Psychology (2 years full-time), or equivalent degrees recognised by the Australian Psychological Society. Psychologists study the processes around how people think and feel. They work closely with patients to understand their mental state and how this is impacting on their behaviours. Psychologists conduct research and provide treatments including counselling to help reduce distress, behavioural problems and psychological problems. They work with a broad range of clients in a variety of circumstances including children, adults, couples, families and organisations.",3,English,A,AUD,,yes,,60.05,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp154,yes
year,hospitals / universities / general medical practices / community health centres / private practice / educational institutions / counselling agencies / government departments,no,6.0,no,no,IELTS,Years,Bundoora,"35,520","['ATAR IS: Various', 'int_fee is: not applicable']",RMIT University,,yes,,BA,Bachelor of Applied Science (Psychology),Science and Health Science,"Psychology is the science of the mind and human behaviour. You will examine mental states and processes and how they affect human behaviour. RMIT specialises in clinical psychology, based on a cognitive-behavioural approach. All degrees are accredited by Australian Psychological Society. RMIT’s psychology degree applies research to actual situations to resolve real human problems. Your studies will include the biological bases of behaviour including brain behaviour relationships, sensation, perception and consciousness, theories of learning, memory and cognition emotion, motivation and stress. Psychology studies include the principles of personality, psychopathology and social psychology as well as biological psychology, cognitive psychology, developmental psychology, research methods in psychology and social psychology. You can also undertake elective studies in nutrition, information technology, applied psychology, health statistics, computer science and any electives available across the university. As a psychology student you will gain strong theoretical and practical skills. The degree is the basis for further study if you want to become a practising psychologist or use your study in other careers. To register as a psychologist, you'll need to complete the Bachelor of Applied Science (Psychology), the Bachelor of Applied Science (Psychology) (Honours) and the Master of Clinical Psychology (2 years full-time), or equivalent degrees recognised by the Australian Psychological Society. Psychologists study the processes around how people think and feel. They work closely with patients to understand their mental state and how this is impacting on their behaviours. Psychologists conduct research and provide treatments including counselling to help reduce distress, behavioural problems and psychological problems. They work with a broad range of clients in a variety of circumstances including children, adults, couples, families and organisations.",3,English,A,AUD,,yes,,60.05,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp154,yes
year,"environmental consultancies (ADE Consulting Group) / analytical services for site assessment and remediation recycling and treatment companies (Amal Analytical, ACS Laboratories, Enviro Lab services) / forestry (Vic Forests) / mining and service industries.",no,6.0,no,no,IELTS,Years,Melbourne,"41,040",[],RMIT University,,no,,BA,Bachelor of Environmental Science/Bachelor of Business (Management),Business & Commerce & Finance & Accounting,"This double degree will equip you with business management principles and practices in the field of environmental science. Environmental scientists, particularly those working in consulting firms, benefit from a knowledge of management principles to help them implement environmental policy in a business context. Over the course of your studies, you will undertake both practical and industry-relevant activities, gaining: As a double degree student, you will gain skills and knowledge that may extend your career opportunities into management roles.",4,English,A,AUD,,no,,76.60,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp161,yes
year,systems analyst / business analyst / analyst programmer / application programmer / software tester / database administrator / systems administrator / web developer,yes,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,no,,BA,Bachelor of Information Technology,Computer Science & Information Technology,"Work in web and mobile computing, security and cloud computing, data management, software systems development, software systems analysis, artificial intelligence, and systems administration.",3,English,A,AUD,,no,,70.20,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp162,yes
year,systems analyst / business analyst / analyst programmer / application programmer / software tester / database administrator / systems administrator / web developer,yes,6.0,no,no,IELTS,Years,Online,"36,480",[],RMIT University,,no,,BA,Bachelor of Information Technology,Computer Science & Information Technology,"Work in web and mobile computing, security and cloud computing, data management, software systems development, software systems analysis, artificial intelligence, and systems administration.",3,English,A,AUD,,no,,70.20,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp162,yes
year,sample collection and analysis / waste management / ongoing monitoring and assessment / environmental impact assessment / site remediation / policy development / cleaner production / environmental education and training / environmental auditing.,no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,no,,BA,Bachelor of Environmental Science,Creative Arts & Design & Music,"Environmental scientists find employment in consultancies, government agencies, resource management, research and education, mining, and manufacturing.  ",3,English,A,AUD,,no,,70.50,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp192,yes
year,Nestlé / Cadbury / Simplot / Heinz / Mondelez,no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,no,,BA,Bachelor of Science (Food Technology and Nutrition),Computer Science & Information Technology,"With a food science degree, you can pursue a range of career paths in areas such as processing, manufacturing, packaging, marketing, research, quality assurance, product development and education.",3,English,A,AUD,,yes,,65.60,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp199,yes
year,Nestlé / Cadbury / Simplot / Heinz / Mondelez,no,6.0,no,no,IELTS,Years,Bundoora,"36,480",[],RMIT University,,no,,BA,Bachelor of Science (Food Technology and Nutrition),Computer Science & Information Technology,"With a food science degree, you can pursue a range of career paths in areas such as processing, manufacturing, packaging, marketing, research, quality assurance, product development and education.",3,English,A,AUD,,yes,,65.60,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp199,yes
year,"games programming / special FX, graphics, virtual reality programming / robotics and simulation / web programming / mainstream IT industry.",no,6.0,no,no,IELTS,Years,Melbourne,,[],RMIT University,,no,,BA,Bachelor of Information Technology (Games and Graphics Programming),Computer Science & Information Technology,"This unique degree mirrors the games development industry, giving you the chance to work with game design students in a studio environment to develop computer games and graphics software. The multidisciplinary, industry-focused nature of this degree is the only one of its kind in Australia. In final year in the flagship project, you'll have an opportunity work with game design students to create or modify a game to enhance its capabilities, incorporating digital graphics, animation, sound, video, photographs and images. Delivered in a IT and software development context, you will learn specialised skills in games and graphics programming. Studies are set in the broader context of information technology, computer science and software engineering, making graduates qualified to work in the games industry, as well as the IT industry more generally.",3,English,D,AUD,,no,,74.10,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp215,yes
year,"games programming / special FX, graphics, virtual reality programming / robotics and simulation / web programming / mainstream IT industry.",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",['int_fee is: not applicable'],RMIT University,,yes,,BA,Bachelor of Business (Management),Business & Commerce & Finance & Accounting,"Would you like to explore a career in management?  Join Dr Margaret Heffernan as she discusses the key features of the Bachelor of Business Management, how our curriculum supports work-integrated learning and industry connections, and the useful skills you will develop through your studies so that you graduate work-ready.",3,English,A,AUD,,no,,67.85,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp217,yes
year,"games programming / special FX, graphics, virtual reality programming / robotics and simulation / web programming / mainstream IT industry.",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Science (Biotechnology),Computer Science & Information Technology,"Understand the molecular basis of life and living systems with practical experience in gene technologies, vaccine development, agriculture, microbiology, environmental sciences and more.  Modern biotechnology is based on the application of cutting-edge technologies to target today's challenges and scientific issues in the areas of human health, adaptation of animals and plants, a changing climate and environment, food shortage, and renewable energy production. The Bachelor of Science (Biotechnology) offers a unique combination of the skills and technologies needed to understand the molecular basis of these challenges, and how to address them. Technologies include functional genomics, nano- and gene technologies, synthetic biology, molecular biology, lab-on-a-chip technology, environmental biotechnology, microbiology, and immunology. This degree will stimulate your critical thinking and problem-solving skills to help you to be competitive in modern biotechnology. Studies over three years include functional genomics and proteomics, gene technologies, biochemistry, bioinformatics, environmental biotechnology, cell structure and function, chemistry, genetics and molecular biology, microbiology, immunology and more. During your final year, you will have the choice of two majors: Molecular Biology or Microbiology. As a graduate, you could be involved in applying the latest technologies and techniques in molecular biology and genetics to solve a range of problems, such as diagnosing genes that cause cancer, making crops and livestock less vulnerable to disease, and making food safer.",3,English,A,AUD,,yes,,72.45,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp226,yes
year,"games programming / special FX, graphics, virtual reality programming / robotics and simulation / web programming / mainstream IT industry.",no,6.0,no,no,IELTS,Years,Bundoora,"36,480",[],RMIT University,,yes,,BA,Bachelor of Science (Biotechnology),Computer Science & Information Technology,"Understand the molecular basis of life and living systems with practical experience in gene technologies, vaccine development, agriculture, microbiology, environmental sciences and more.  Modern biotechnology is based on the application of cutting-edge technologies to target today's challenges and scientific issues in the areas of human health, adaptation of animals and plants, a changing climate and environment, food shortage, and renewable energy production. The Bachelor of Science (Biotechnology) offers a unique combination of the skills and technologies needed to understand the molecular basis of these challenges, and how to address them. Technologies include functional genomics, nano- and gene technologies, synthetic biology, molecular biology, lab-on-a-chip technology, environmental biotechnology, microbiology, and immunology. This degree will stimulate your critical thinking and problem-solving skills to help you to be competitive in modern biotechnology. Studies over three years include functional genomics and proteomics, gene technologies, biochemistry, bioinformatics, environmental biotechnology, cell structure and function, chemistry, genetics and molecular biology, microbiology, immunology and more. During your final year, you will have the choice of two majors: Molecular Biology or Microbiology. As a graduate, you could be involved in applying the latest technologies and techniques in molecular biology and genetics to solve a range of problems, such as diagnosing genes that cause cancer, making crops and livestock less vulnerable to disease, and making food safer.",3,English,A,AUD,,yes,,72.45,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp226,yes
year,analytical laboratories / medical and research laboratories / renewable energy organisations / chemical processing plants / educational institutions / government organisations / not-for-profit organisations / environmental consultancies.,no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,no,,BA,Bachelor of Science,Science and Health Science,"The Bachelor of Science is a flexible degree. There are currently four plans of study that allow you to major in biological sciences, applied chemistry, or physics. Alternatively, you can remain in the general plan which is more flexible in content. Options: It is also possible to obtain a minor in biotechnology or mathematics, which is required for students wanting to pursing science teaching, but is also good to extend the depth of your knowledge. The degree allows for specialisation, generalisation and some cross-disciplinary combinations of studies. By tailoring your degree through the elective subjects, you have the flexibility to combine your major with a variety of other science subjects. To obtain a minor, students need to complete four subjects in that field (e.g. four courses in mathematics) Practical experiences are fundamental to the degree, and you will get the opportunity to apply your knowledge and skills to projects. You will also have access to leading equipment to ensure you are job-ready when you graduate.",3,English,A,AUD,,no,,72.45,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp229,yes
year,"research in universities, hospitals and biomedical research institutes
 / medical and pharmaceutical research
 / public and private diagnostic centres
 / therapeutic research laboratories
 / applied health areas like health promotion and administration.
",no,6.0,no,no,IELTS,Years,Bundoora,"38,400",['ATAR IS: Various'],RMIT University,,yes,,BA,Bachelor of Biomedical Science,Medical and Nursing,"This degree can lead you to work in leading fields like genetic engineering, cancer research, neuroscience, DNA profile and stem cell research.",3,English,A,AUD,,yes,,70.40,year 12,yes,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp231,yes
year,"research in universities, hospitals and biomedical research institutes
 / medical and pharmaceutical research
 / public and private diagnostic centres
 / therapeutic research laboratories
 / applied health areas like health promotion and administration.
",no,6.0,no,no,IELTS,Years,Melbourne,,[],RMIT University,,no,,BA,Bachelor of Technology (Computing Studies),Computer Science & Information Technology,"This degree gives you a solid foundation in programming and information technology fundamentals, while also offering the chance to engage with topics outside the realm of information technology. It’s a degree for those who want a professional IT degree that may not rely on software and IT development. Core subjects include introduction to IT, programming, database systems, software engineering, web programming and professional computing practice while the rest is chosen to match your own interests and career direction. You must do a minimum of 65 percent computer science and IT courses with the rest drawn from courses in related discipline areas including:",3,English,D,AUD,,no,,61.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp232,yes
year,telecommunications / computing / defence / solar energy / medicine / aerospace / paints and coatings / cosmetics / environmental remediation.,no,6.0,no,no,IELTS,Years,Melbourne,"36,480",['int_fee is: not applicable'],RMIT University,,yes,,BA,Bachelor of Science (Nanotechnology)/Bachelor of Science (Applied Sciences),Computer Science & Information Technology,"Nanotechnology is the science and engineering of material less than a micrometre. It requires a broad knowledge of science as well as the ability to apply this knowledge to produce innovative processes or devices.  Nanotechnologists design and engineer materials, machines and systems capable of imaging and manipulating single molecules or atoms. This degree gives you the skills and knowledge needed to work in the rapidly growing area of nanotechnology. You will receive a strong grounding in nanotechnology, with the opportunity to major in either chemistry or physics. This double degree is multidisciplinary, combining nanotechnology with physics or chemistry. It covers physical, chemical, biological and engineering nanoscience/nanotechnology. There is a strong emphasis on using instruments and communication.",4,English,A,AUD,,no,,73.30,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp247,yes
year,telecommunications / computing / defence / solar energy / medicine / aerospace / paints and coatings / cosmetics / environmental remediation.,no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (Economics and Finance),Business & Commerce & Finance & Accounting,"Are you interested in a career in economics?  Find out why economics and finance are more relevant and necessary than ever before, what you'll learn in the RMIT Bachelor of Business (Economics and Finance) degrees, and where your studies can take you.",3,English,A,AUD,,no,,68.25,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp251,yes
year,"policy development and advice, especially within an organisation / a wide range of trade, and finance related roles / business analyst / logistics and supply chain management roles, such as advising procurement managers regarding fair trade and ethical sourcing in logistics import/export industries / government relations and consultancy, for example, advising on trade-related issues / economic research and developing economic policy or regulatory guidelines / management consultant / business roles relating to corporate social responsibility and sustainability, with respect to business strategy, rankings, ethical ratings and indexes, and improving business consultation, partnerships, and social and environmental impacts.",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (International Business),Business & Commerce & Finance & Accounting,"Having staff with international skills is now an organisational imperative. Our degree is focused on producing graduates who can think critically about managing international business responsibly, and sustainably and be equipped with the skills to build a successful career across corporate/business sectors, government, third sector, and consultancy in Australia and overseas. 
",3,English,A,AUD,,no,,66.25,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp253,yes
year,"policy development and advice, especially within an organisation / a wide range of trade, and finance related roles / business analyst / logistics and supply chain management roles, such as advising procurement managers regarding fair trade and ethical sourcing in logistics import/export industries / government relations and consultancy, for example, advising on trade-related issues / economic research and developing economic policy or regulatory guidelines / management consultant / business roles relating to corporate social responsibility and sustainability, with respect to business strategy, rankings, ethical ratings and indexes, and improving business consultation, partnerships, and social and environmental impacts.",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (Accountancy),Business & Commerce & Finance & Accounting,"Graduates are equipped with the professional knowledge and skillset required for a successful career in accounting roles across the commercial and public sector. This degree encompasses the taxation, auditing and consultancy skills required to excel in these industries.
",3,English,A,AUD,,no,,65.00,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp254,yes
year,"e-commerce: working with technology, finance, supply chain, human resources and marketing teams to design an interface to enable ordering or sales / lean-agile management, data analytics and operations management: allocating the right resources at the right time to the correct part of the supply chain / agriculture or food supply chains: encompassing all aspects of growing an agricultural/food source and getting it ‘from paddock to plate’ / closed-loop supply chains: also known as reverse-flow logistics, this covers activities such as product recalls, returns, repair, waste management at the end of a product’s life cycle, and recycling / procurement: roles have been commonplace in large industries and government departments for some time, however, jobs in private industry are increasing, particularly as consumers factor ethical sourcing into their buying decisions / transport/distribution and warehouse management: third- and fourth-party logistics, freight logistics, optimisation of vehicle routing, warehouse management systems, last-mile delivery, city logistics, port management and international logistics.",yes,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (Logistics and Supply Chain Management),Computer Science & Information Technology,"Explore procurement and global sourcing, warehousing, freight and distribution, business operations, digital supply chain and sustainability, circular economy issues, analytics, and the management of human and physical resources.",3,English,A,AUD,,no,,70.65,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp255,yes
year,"e-commerce: working with technology, finance, supply chain, human resources and marketing teams to design an interface to enable ordering or sales / lean-agile management, data analytics and operations management: allocating the right resources at the right time to the correct part of the supply chain / agriculture or food supply chains: encompassing all aspects of growing an agricultural/food source and getting it ‘from paddock to plate’ / closed-loop supply chains: also known as reverse-flow logistics, this covers activities such as product recalls, returns, repair, waste management at the end of a product’s life cycle, and recycling / procurement: roles have been commonplace in large industries and government departments for some time, however, jobs in private industry are increasing, particularly as consumers factor ethical sourcing into their buying decisions / transport/distribution and warehouse management: third- and fourth-party logistics, freight logistics, optimisation of vehicle routing, warehouse management systems, last-mile delivery, city logistics, port management and international logistics.",yes,6.0,no,no,IELTS,Years,Online,"36,480",[],RMIT University,,yes,,BA,Bachelor of Business (Logistics and Supply Chain Management),Computer Science & Information Technology,"Explore procurement and global sourcing, warehousing, freight and distribution, business operations, digital supply chain and sustainability, circular economy issues, analytics, and the management of human and physical resources.",3,English,A,AUD,,no,,70.65,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp255,yes
